B009I7VS2K|Key & Peele|4.6|Comedy, Adventure, Action|The smash sketch comedy duo behind President Obama and his Anger Translator Luther are back for a second term featuring more hot button pop culture riffs wildly imaginative perspectives and playfully pointed commentary.
B003T0M4U2|Through the Wormhole with Morgan Freeman|4.7|Documentary, Special Interest|Hosted by Morgan Freeman Through the Wormhole explores the deepest mysteries of existence - the questions that have puzzled mankind for eternity: Who-or what-am I? Are we alone? How did this begin? What happened before that? This series will bring together the brightest minds and best ideas from the very edges of Science--Astrophysics Astrobiology Quantum Mechanics String Theory and more - to reveal the extraordinary truth of our Universe.
B007MHB990|The Best Of I Love Lucy|4.9|Kids, Comedy|The Best of I Love Lucy (Volume 2) contains many classic episodes from seasons two and three of I Love Lucy. The show welcomes Lucy and Ricardos baby in 'Lucy Goes To The Hospital.' In 'The Camping Trip' Lucy and Ethel insist on going with Ricky and Fred to their camping trip. And other classic episodes such as the gang not believing Lucy can't go a day without lying in 'Lucy Tells the Truth.'
B000UU4IVM|Battlestar Galactica ('04)|4.8|Science Fiction, Action, Special Interest|The critically acclaimed science fiction hit series returns for its second season. Picking up where the first season left off "Battlestar Galactica ('04)" continues to chronicle the adventures of a ragtag fleet of humans the sole survivors of a devastating nuclear attack by the robot Cylons. Faced with an un-winnable battle against a deadly enemy they are forced to flee under the protection of their one remaining warship the outdated Battlestar Galactica. Academy-Award nominated actors Edward James Olmos and Mary McDonnell return as Commander Adama and President Roslin who must lead these last remnants of humanity in search of a new home - a planet called Earth.
B002Y0TGOU|Star Trek (2009) (Plus Bonus Features)|4.8|Science Fiction, Drama, Adventure, Action|The future begins in J.J. Abrams' smash hit Star Trek.  When Romulan Nero comes from the future to take revenge on the Federation rivals Kirk and Spock must work together to stop him from destroying everything they know.  On a thrilling journey filled with incredible action the U.S.S. Enterprise will voyage through unimaginable danger in one of the biggest and best reviewed movies of the year.
B0037NCNF2|The Sopranos|4.5|Drama|In Season 6B--the final nine episodes of HBO's hit drama series--Tony Soprano faces a myriad of new crises at home at work and from the law...leading the New Jersey mob boss to doubt the allegiances of many of those closest to him.
B008EQII56|The Do-Deca-Pentathlon|3.9|Comedy|After decades of feuding two forty-something brothers embark on a tournament of 25 assorted games to prove which is superior and in the process they find a kind of joy in life that helps them save/solve their own personal problems.
B00A32XYBC|It's In The Blood|3.0|Science Fiction, Suspense, Horror, Drama|One year after a brutal incident destroyed their family a callous father (Lance Henriksen) and his tortured son (Sean Elliot) venture into the wilderness to reconnect; But when a deadly accident strands them in the wild they must confront the horrors of their past to escape with their lives.
B004K0HGIU|Hot in Cleveland|4.8|Comedy|TV Land is excited to announce the continuation of the second season of our smash hit original sitcom Hot in Cleveland. The women continue to rediscover themselves and see that their LA ways don't always play in the real world.
B007BECHEK|Happy.|4.6|Drama, Kids, Documentary|Happy combines cutting-edge science from the new field of "positive psychology" with real-life stories of people from around the world whose lives illustrate these findings.
B008BQG3RE|Falling Skies|4.7|Science Fiction, Suspense, Drama, Adventure, Action|As the second season of Falling Skies opens three months have passed since Tom went willingly with the aliens in one of their ships. Nobody has seen or heard from him during this time and his absence has taken its toll on his sons. The 2nd Mass. continue to march towards Charleston S.C. where they hope to begin rebuilding society.
B0087YNHNI|Mountain Men|4.7|Unscripted, Western, Special Interest|It's a race against winter for men who make their living off the land - hunting fishing and trapping to put food on the table. For Mountain Men survival is predicated on using ancient skills perfected over hundreds of years. HISTORY follows the lives of four American men and their families as<NL>they strive for the sustenance they need to make it through the harshest season.
B00978LMCG|Crowsnest|3.6|Suspense, Horror, Adventure, Action|A birthday party. A trip to celebrate. But when five friends make a detour into the backwoods they realize they should never have gone there.
B009F11B7Q|Last Resort|4.6|Science Fiction, Suspense, Drama, Action|Captain Marcus Chaplin (Andre Braugher) demands confirmation of the orders only to be unceremoniously relieved of duty by the White House. XO Sam Kendal (Scott Speedman) finds himself suddenly in charge of the submarine and facing the same difficult decision. When he also refuses to fire without confirmation of the orders the Colorado is targeted fired upon and hit. The submarine and its cr...
B001U7TJXQ|TreasureQuest|4.5|Special Interest|Odyssey Marine Exploration a world leader in private deepwater exploration and recovery is gearing up for its most ambitious season of treasure hunting yet.  Its goal for the 2008 season is extraordinary:  to find and recover two of the greatest shipwreck treasures ever lost at sea.  Their value: well in excess of one billion dollars. Yet the stakes of this adventure aren't limited to riches. Odyssey Marine Exploration is setting itself another challenge: to penetrate the mysteries of dozens of never-before-seen shipwrecks -- and to bring to light their stories of untold riches courageous men and women tragic endings and remarkable rescues.
B007R9XAB8|Dance Moms Miami|3.2|Unscripted, Drama, Special Interest|Just when you thought Dance Moms couldn't get any more dramatic Lifetime's hit docu-series heads to Florida with Dance Moms: Miami a behind-the-scenes look at Stars Dance Studio where fiercely passionate instructors attempt to turn kids into dancers and dancers into stars.
B002H05O48|Drop Dead Diva|4.8|Comedy, Drama|When beautiful-but-vapid model wannabe Deb (D'Orsay) has a fatal car accident she suddenly finds herself in front of Heaven's gatekeeper Fred (Feldman) who declares her a self-centered "zero." Outraged she attempts to persuade Fred to return her to her shallow existence but is accidentally relegated to the body of the recently deceased Jane Bingum (Elliott). A brilliant thoughtful and cu...
B004MWZLYC|Justified|4.9|Suspense, Western, Drama, Action|Fresh off the epic gun battle that concluded season one season two of Justified finds Bo Crowder dead and the Crowder criminal grip on Harlan County broken. Deputy U.S. Marshal Raylan Givens (Olyphant) must now face off against the criminal organizations that are moving to fill the void and finds himself entangled once again with the mercurial Boyd Crowder (Walton Goggins).
B008XCZ43A|Uncle Boonmee Who Can Recall His Past Lives|4.2|Comedy, Drama, International, Arthouse, Fantasy|Uncle Boonmee Who Can Recall His Past Lives was the winner of the top prize at the Cannes Film Festival. This fantasy story finds a dying man who is visited by his deceased wife in the form of a ghost and his lost son in the form of a hairy creature with glowing eyes who help guide him on a journey to his first birthplace on earth. Melding ideas of reincarnation karma and fairy tale elements this critically acclaimed film is a unique one-of-a-kind experience that director Tim Burton described as a strange beautiful dream.
B0095R3ES4|The Office|4.9|Comedy|In the series 9th season Andy Bernard the preppy salesman and die-hard Cornell alumni whose endless and unique musical talents keep the office entertained is the new Dunder Mifflin Scranton manager.
B009HNCUYK|Law & Order: Special Victims Unit|4.7|Suspense, Drama|This hard-hitting and emotional series from NBC's "Law & Order" brand chronicles the life and crimes of the Special Victims Unit of the New York City Police Department an elite squad of detectives who investigate sexually based crimes. Dedicated Detective Olivia Benson (Mariska Hargitay) a seasoned veteran of the unit who has seen it all heads up the department with empathy and professionalism all the while dealing with her difficult past - as a product of rape and a witness to her mother's grief she can personally relate to each victim she tries to help.
B003IHN8UG|NA|NA|NA|NA
B002S5TVSW|Lost Tapes|4.5|Science Fiction, Suspense, Horror, Special Interest|From werewolves to the Jersey Devil and bloodsucking vampires Lost Tapes Season 2 promises nastier creatures and bigger scares with every spine-chilling dramatic moment caught on camera. Take an intense journey into terror as we find out what goes bump in the night.
B000W4BJ7C|Prison Break|4.8|Suspense, Action, Drama|Just when they thought they were out they are pulled back in for the most dangerous escape ever.
B0045TGRSG|The Haunted|4.7|Documentary, Special Interest|The Haunted chronicles true chilling and terrifying ghost stories of animals and their owners haunted by paranormal spirits. In each episode a paranormal team investigates the ghostly scene using infrared cameras and sensitive recording devices to capture and record those reaching out from beyond. Cinematic re-creations paired with witness testimonies and paranormal evidence brings these unsettling tales to life.
B005OHSOL6|NCIS|4.8|Suspense, Drama, Action|Short Description Not Available
B001QDDILI|House|4.8|Suspense, Drama|House Season 5
B004PFF6EQ|Rubber|4.0|Horror, Comedy, Fantasy|A homicidal car tire discovering it has destructive psionic power sets its sights on a desert town once a mysterious woman becomes its obsession.
B000IBUP6A|The Friends of Eddie Coyle|4.5|Suspense, Action, Drama, Adventure|Eddie's friends are numerous but the term friends is suspect. As a small time hood Eddie is about to go back to jail. In order to escape this fate he deals information on stolen guns to the feds.
B001UUAGRQ|Rescue Me|4.8|Comedy, Drama|Rescue Me Season 5 revolves around the lives of the men in a New York City firehouse the crew of 62 Truck. Examining the fraternal nature and relationships of firefighters the series tackles the daily drama of the life-and-death situations associated with being a firefighter while exploring the ways the men use dark humor to protect their true emotions.
B007QJD6R2|Ballykissangel|4.2|Comedy, Drama|There's a sad goodbye and new arrivals in Ballykissangel: Quigley the irrepressible entrepreneur has departed suddenly but Australian priest Father Vincent Sheahan has joined the fold and is soon learning the ways of the villagers. From Dermot's online confessional to a surprise takeover at the pub there's every reason to return to the idyllic village.
B0090XDE2Y|Face Off|4.8|Unscripted, Special Interest|Syfy's hit competition reality series returns for season 3 with 12 aspiring special effects make-up artists and their unlimited imaginations competing to create amazing works of living art. The eleven-episode season will feature some of the most difficult challenges ever attempted and high power special guest judges. It all culminates in one winner and one $100000 grand prize that will launch a career. McKenzie Westmore returns as host.
B000H4YNM0|It's Always Sunny in Philadelphia|4.8|Comedy|Most gang's have one black sheep this gang has five. Don't miss Danny Devito's return to television.
B0063BGBO4|I Melt With You|3.7|Suspense, Drama|When four 40-something college friends meet up for their annual reunion things start to spiral out of control and a pact they made as young men is revisited.
B008XFAZ2C|Hotel Hell|4.1|Unscripted|After more than a decade of running restaurants in some of the world's top hotels Gordon Ramsay knows firsthand how important it is to surpass guests' highest expectations. In Hotel Hell Ramsay will travel around America to fix horrid hotels awful inns and just plain bad bed and breakfasts.
B003S7JPSU|Futurama|4.9|Animation, Science Fiction, Comedy|Fry a young Everyman finds himself accidentally transported 1000 years in the future. Just like right now life in the future is a complex mix of the wonderful and horrible where things are still laughable no matter how crazy they get.
B002KGB2EU|Lie to Me|4.8|Suspense, Drama|Entering its intriguing second season Lie to Me is the Emmy-nominated drama series inspired by the scientific discoveries of Dr. Paul Ekman a real-life psychologist who can read clues embedded in the human face body and voice to expose the truth and lies in criminal investigations. Season two continues with new cases new lies and life-changing situations. These cases require the team to look further and search deeper not only to determine who is lying but why.
B004YVAD6M|In Plain Sight|4.8|Suspense, Drama|In Plain Sight returns for its fourth season starring Mary McCormack as Mary Shannon a U.S. Marshal working in the highly secretive branch of the witness protection program (WITSEC) who relocates Federal Witnesses most of whom fall into three categories: career criminals whistle-blowers or innocents who had the misfortune of witnessing a crime. They all have one thing in common - someone wants them dead.
B008JSO786|Alphas|4.6|Science Fiction, Suspense, Drama, Action|Season 2 picks up eight months after last year's finale with the stage set for an explosive turn of events at the Binghamton facility (the Guantanamo of the Alpha world) that could have devastating far-reaching consequences. Dr. Lee Rosen (Emmy Award-winner and Academy Award-nominee David Strathairn) having exposed the existence of Alphas to the unsuspecting public finds himself discredited and imprisoned by a government desperate to cover up his revelation. The rest of the core team has disbanded and some without Rosen's guidance and care have regressed to their old destructive ways. They must now battle their individual demons in order to reunite and try to save their own.
B001LUW8G2|Batman: The Brave and the Bold|4.8|Science Fiction, Animation, Kids, Fantasy, Adventure, Action|From Warner Bros. Animation comes the latest interpretation of the classic Batman franchise. Though still based in Gotham Batman will frequently find himself outside city limits facing situations that are both unfamiliar and exhilarating. So if youre brave ... and bold ... join Batman: The Brave and the Bold right here.
B004MSP04C|Being Human (U.K.)|4.7|Comedy, Horror, Drama, Fantasy|Our supernatural heroes move to Wales to continue their quest to live like normal human beings.  But with the net closing in on Mitchell Annie trapped in purgatory and George and Nina battling domestic challenges it's going to be more difficult than ever.
B006SV4QFK|Hoarders|4.5|Drama, Documentary|Hoarders the first and most-watched series about people struggling with extreme hoarding returns to A&E for another powerful season. Each episode takes a fascinating look inside the lives of people whose inability to part with their belongings is so out of control that they are faced with life-changing consequences including eviction divorce and death.
B007C7UI8S|Being Human (U.K.)|4.6|Comedy, Horror, Drama, Fantasy|A vampire a werewolf and a ghost try to live a quiet human life in a sleepy seaside town. But some vampires want to rid the world of its humanity!
B002DHDIJ8|Saving Grace|4.9|Drama|TNT's bold series SAVING GRACE is back for an unpredictable third season! Academy Award winner Holly Hunter stars as gutsy Oklahoma City Police Det. Grace Hanadarko a woman who holds nothing back whether on the job or in her personal life. SAVING GRACE focuses on Det. Hanadarko (Hunter) as she investigates brutal crimes while trying to balance her relationship with her partner Ham. Grace also must figure out cryptic messages from her last-chance angel Earl. This season we will learn more about the personal lives of fellow detectives Bobby Stillwater (Gregory Cruz) Butch Ada (Bailey Chase) and Captain Kate Perry (Lorraine Toussaint).
B002KETO0Q|Psych|4.9|Suspense, Comedy|Psych the hit original series starring James Roday Dule Hill and Corbin Bernsen returns with its fourth season. Always a mix of romance and plenty of mayhem Psych ratchets up the action this season as the crime-fighting duo of Shawn and Gus save old-western towns battle an international art thief and even perform an exorcism or two.
B004WOZ1F4|Last Night|4.2|Drama, Romance|An upscale Manhattan couple comes to a crossroads in their marriage when each is tempted by the charms of another lover in this romantic drama starring Sam Worthington Keira Knightley and Eva Mendes.
B00627P604|Malcolm In The Middle|3.9|Comedy, Kids|Inventive half-hour comedy about a middle-class family seen through the eyes of Malcolm a regular kid with a genius IQ.
B001CH44YI|Monk|4.9|Comedy, Suspense, Drama|Celebrating its 100th episode this season MONK returns with Emmy Golden Globe and SAG Award winner Tony Shalhoub as Adrian Monk the obsessive-compulsive detective. Emmy-winning and Golden Globe-nominated Hector Elizondo ("Pretty Woman" "Cane") joins the cast as Adrian's much-needed therapist. One of the critically-acclaimed and most-watched shows on cable MONK's seventh season will continue to have great guest stars creative cases and an all-star cast including Traylor Howard Ted Levine Jason Gray-Stanford and Emmy Clarke. As we kick off season seven Monk is fed up with a noisy neighbor and decides to move into a new house where - in addition to the usual pitfalls of home ownership that introduces him to empathetic handyman (Brad Garrett) - he encounters a murder; and after the untimely death of his beloved Dr. Kroger Monk reluctantly tries out a new therapist.
B0026MLCRU|Out of the Wild|4.5|Unscripted, Special Interest|Left with only the barest of essentials nine ordinary Americans will travel sixty of the harshest miles on the planet while battling hunger fatigue and an unforgiving winter that will make surviving nearly impossible. These nine strangers must work together to hunt fish and trap their own food. Along the way they will encounter several backcountry shelters that they must utilize in order to protect themselves from Alaska's frigid winter temperatures and whipping winds. This epic test of wills will last almost an entire month and the brutality of life in the wild will tax each member physically as well as psychologically. This is not a contest. There is no million-dollar prize waiting for them at the end of the journey. The group has no idea how long it will take or how far they must travel to get Out of the Wild.
B00A15H4Z8|Last Man Standing|4.8|Comedy|Tim Allen returns for a second season as the traditional "manly man" Mike Baxter whose mission it is to get men back to their rightful place in society.
B002A493NY|Foyle's War|4.9|Suspense, Drama|Combining uncompromising historical accuracy with compelling mysteries this acclaimed PBS series continues with three feature-length episodes. Michael Kitchen (Out of Africa) stars as DCS Christopher Foyle investigating wartime crimes in an English coastal town. With the end of World War II slowly but inevitably approaching Foyle and his fellow citizens learn the price of victory and face a peace that will transform their lives in unexpected ways. This program is also available through Acorn Media as Foyle's War Set 5.
B002UXAEV0|The League|4.7|Comedy, Sports|"The league" revolves around a group of longtime guy friends who participate in a fantasy football league.
B004D0733A|NOVA|4.2|Documentary, Special Interest|NOVA explores headline-grabbing innovations and discoveries from our past present and future.
B007UMJSZE|Endgame|4.5|Drama|Endgame is an original drama series centering on a brilliant chess master Arkady Balagan. Traumatized by the murder of his fiancée Balagan has become a prisoner in his luxury Vancouver hotel terrified to step outside. To pay his bill Balagan starts solving mysteries - using an unlikely band of hotel employees and chess fanatics to do his legwork.
B0049QKX6W|I Almost Got Away With It|4.7|Documentary, Special Interest|The new season of I Almost Got Away With It features the true stories of criminals who thought they could run from the law forever. In jail house interviews hear how these slick culprits spill where they found shelter how they changed their identities and how they almost got away with it.
B0048ZXXIO|Team Umizoomi|4.7|Animation, Kids|Team Umizoomi is a animated interactive math series for preschoolers. Milli her brother Geo and their robot friend Bot are a miniature urban repair squad that zooms around Umi City using their mighty math powers to solve everyday problem.
B007CGN1JM|Mapp & Lucia|4.5|Comedy|The village of Tillon-on-Sea in the late 1920s is the setting for E.F. Benson's delightfully comic tales of provincial English society. Miss Mapp holds sway over Tilling's social life--with schemes of low cunning and the help of a well-placed bay window--until the day Lucia moves to town.     This PBS series boasts an all-star cast including Prunella Scales Geraldine McEwan and Nigel Hawthorne.
B001BXQ95U|The Flash (Classic Series)|4.6|Science Fiction, Drama, Action, Fantasy|When a bolt of lightning crashes through a police crime lab a mix of electrically charged substances bathes chemist Barry Allen transforming him into the Fastest Man Alive: The Flash (John Wesley Shipp). As the super fast hero uses his newfound speed to fight crime only research scientist Dr. Christina McGee (Amanda Pays) knows of the changes that have transformed Barry into his secret identity.
B008POAZVC|Rites of Spring|4.1|Suspense, Horror|A group of kidnappers abduct the daughter of a wealthy socialite and hide out in an abandoned school in the middle of the woods.  But feelings of guilt soon overtake the kidnappers dividing the group and putting their entire plan in jeopardy.
B000HKWE3O|MacGyver|4.8|Suspense, Drama, Action, Adventure|MacGyver is no ordinary secret agent. He fights for justice using the most dangerous weapon of all: his intelligence.
B008V90WK0|Go On|4.5|Comedy|Matthew Perry stars as Ryan King a recent widower and sports talk radio host ready to get back to work after the loss of his wife. Ryan's alpha-male boss Stephen (John Cho) has a different plan in store for Ryan making him attend grief counseling before returning to the air. A reluctant Ryan finds himself in a support group for "life change" where he meets an oddball cast of characters all with their own backstories filled with varying degrees of loss. On his very first visit Ryan convinces the group to deviate from their normal session and starts a tournament-style competition (March Sadness!) to find out whose story is the worst. Ryan's total lack of interest in "the healing process" proves distracting and he soon butts heads with the by-the-books group leader Lauren played by Tony Award-winner Laura Benanti. Back at work Ryan is confronted with the fact that he hasn't really processed his grief and realizes Lauren and the other members of the group might be key in helping him move on. Also starring are Tony Award winner Julie White as Anne Tyler James Williams as Owen Suzy Nakamura as Yolanda and Brett Gelman as Mr. K.
B0098VVF1A|TRON: Uprising|4.8|Science Fiction, Animation, Kids, Adventure, Action|Inside the computer world of the grid a young program named Beck becomes the unlikely leader of a revolution against a corrupt regime. His mission is to free his home and liberate his friends from the oppressive reign of the villainous Clu and his evil henchman General Tesler. In this quest Beck is recruited and trained by Tron â€“ the greatest warrior the grid has ever known.
B007MXEJU0|Wicked Attraction|4.2|Documentary, Special Interest|Serial killers are not a new phenomenon but what happens in the mind of the "average" person when they fall under the spell of a sadistic predator? Little is known about the chemistry between two people that sparks a killing rampage. Forensic Psychologists and Criminal Profilers uncover horrifying clues and reveal the true stories of people driven by love to commit murder.
B009GX6F10|Vegas|4.6|Drama, Western, Action|In the first season of Vegas Ralph Lamb wants to be left in peace to run his ranch but Las Vegas is now swelling with outsiders and corruption which are intruding on his simple life.
B003BF1ZRI|Daria|4.9|Animation, Drama, Young Adult Audience, Comedy, Romance|The people of Lawndale just don't get Daria Morgendorffer. See Daria was born alienated and now she's just trying to make it through high school with as little human contact as possible. Daria lacks enthusiasm but she makes up for it with sarcasm.
B009K72EP8|Star Wars: The Clone Wars|4.7|Science Fiction, Animation, Drama, Kids, Fantasy, Adventure, Action|The shadow of the dark side falls upon Star Wars: The Clone Wars Season Five as the series moves closer to the grim events of Star Wars: Episode III Revenge of the Sith. The big-screen action unforgettable characters and rousing adventure of the Star Wars Saga continue as Jedi heroes face a galaxy of foes.
B005C2UEL6|Within|3.8|Suspense, Drama, Horror|Rachel is a young girl with a terrifying secret.   She can see evil spirits within others.  After witnessing the brutal killing of her mother she and her father move to a small town hoping to put the shattered pieces of their lives back together. Soon things aren't quite how they appear when her best friend's innocent pranks turn potentially deadly.
B003TJKRXY|Maurice Sendak's Little Bear|4.8|Animation, Kids, Fantasy, Adventure|Join Little Bear and his friends for some amazing adventures! Written from a child's point of view the series celebrates the playful and sometimes enchanted aspects of the everyday activities of a preschooler's life.
B009LZCN5K|Escape Fire: The Fight to Rescue American Healthcare|4.6|Documentary, Talk Show and Variety|A powerful and thought-provoking documentary that exposes the U.S. healthcare system as one designed to profit on disease rather than health. The film interweaves personal stories with the efforts of leaders battling to transform it.
B004H3N6DO|Ancient Aliens|4.6|Science Fiction, Historical, Documentary, Fantasy, Special Interest|Have intelligent forms from outer space visited Earth? Ancient Aliens continues in its second season to explore some of the most credible alien evidence on Earth. From early cave drawings to today's mass sightings each two-hour episode gives historic depth to the questions controversies and theories of an age-old debate.
B005HFXHIU|Out Of Practice|4.5|Comedy|For a family made up of physicians the Barnes clan sure has a hard time keeping their personal lives and relationships healthy.
B007N4BTEW|The Best Of I Love Lucy|4.8|Kids, Comedy|The Best of I Love Lucy (Volume 1) contains many classic episodes from the first two seasons of I Love Lucy. In New Neighbors Lucy thinks the new neighbors are plotting a murder and everyone's favorite Job Switching featuring the classic scene where Lucy and Ethel try to keep up with a fast moving conveyor belt of candy.
B008XFBQNO|Intervention|4.5|Drama, Documentary, Special Interest|The Emmy Award-winning series returns with Season 12 and continues to feature people dependent on drugs alcohol or some other compulsive behavior and at the brink of total destruction. Each episode follows the addict through their "normal" day and concludes with a surprise intervention staged by their family friends and loved ones and led by one of four specialists.
B001V58C4O|Wonder Pets|4.8|Animation, Kids, Adventure|The Wonder Pets are on their way! Join their magical musical rescue missions all over the world! Fly into a painting to save the Itsy Bitsy Spider spend a night underground with Ollie the Bunny and even help the Wonder Pets figure out who needs saving!
B000J0Q1KO|CSI: Crime Scene Investigation|4.8|Suspense, Drama|CSI is a fast-paced drama about a team of forensic investigators in Las Vegas trained to solve crimes by examining the evidence.
B000VZUWZW|The Big Bang Theory|4.9|Comedy, Romance|Leonard and Sheldon are brilliant physicists the kind of "beautiful minds" that understand how the universe works. But none of that genius helps them interact with people especially women.
B002BLCNHY|Royal Pains|4.6|Comedy, Drama|Meet the Hamptons' newest doctor-on-demand Hank Lawson. After Hank a young doctor on the fast track to success falls from grace when he is blamed for the death of a hospital trustee he inadvertently stumbles into the world of private medical service for the elite denizens of the Hamptons. With the encouragement of his younger brother Evan and an ambitious young woman who volunteers to be his physician assistant Hank reluctantly agrees to be a "Concierge Doctor" for the summer. But will he be able to treat his high-flying clients while still managing to keep his own feet on the ground?
B002H0HZQS|Dark Blue|4.6|Comedy, Drama|Dark Blue takes place in the underbelly of Los Angeles where criminals roam free under the veil of night or hide in the shadows of day. Wandering in and out of this seedy underworld is commonplace for Lieutenant Carter Shaw (Dylan McDermott) and his special undercover task force. This team understands better than anyone that to bring down a criminal one must first get on their level.
B003XU02QG|Centurion|4.3|Suspense, Historical, Action, Drama, Military and War|Roman soldiers are trapped behind enemy lines after a brutal ambush decimates their legion. They must fight their way to freedom while hunted by a relentless warrior princess out for Roman blood.
B004BHEC8O|As Time Goes By|4.3|Comedy, Romance|Season 8 begins as Judith and Sandy have both chucked their boyfriends. Jean wants to cheer them up but this leads to a fib about Lionel having a 'deeply personal problem' which succeeds in distracting the girls but leaves Lionel completely baffled. Lionel is adopted by a shaggy dog Sandy and Judith swap boyfriends while pension and technological plans rattle Lionel.
B002M5JY9O|Top Chef|4.7|Unscripted, Special Interest|What happens in Vegas will be delicious. The sixth season of the No. 1 food show on cable and the Emmy and James Beard Award-winning series returns with Top Chef: Las Vegas. The 17 new chef'testants take on Sin City this season to see if they have what it takes to become Top Chef.
B0057M35ZS|Fire in Babylon|4.6|Sports, Documentary, Special Interest|An underdog story of how one of the most gifted teams in sporting history triumphed over its colonial masters. A celebration of the power of sports as a vehicle for social change set to a reggae beat featuring Bob Marley and others.
B004AJ36NA|Blue's Room|4.6|Comedy, Animation, Kids, Arts, Entertainment, and Culture|Get ready for some way-great play dates with Blue Polka Dots Roar E. Saurus Frederica and more. What's your favorite color? What snack should we have? Kids' answers help shape an imaginative play date. It's all up to Blue and you... in Blue's Room!
B006GM4K2A|Phineas and Ferb|4.9|Kids|There’s Meap Thaddeus and Thor and even the Baljeatles helping to keep the summer exciting for Phineas and Ferb. While their sister Candace tries to expose their escapades to Mom their pet platypus leads a double life as secret “Agent P” and faces off with evil Dr. Doofenshmirtz. Everyday’s an adventure with Phineas and Ferb!
B0084YC47G|The Real Housewives of NYC|4.5|Unscripted, Special Interest|The Real Housewives of New York City follows the busy lives of a group of driven and ambitious Manhattan women as they juggle their demanding careers and motherhood and navigate the wonderful world of jam-packed social calendars children and city life. The Real Housewives of New York City are Countess LuAnn de Lesseps Sonja Morgan Ramona Singer and new this season -- Aviva Drescher Carole Radziwill and Heather Thomson.
